transcript_id	gene_id	gene_name
NM_001085524	Gm5634	Gm5634
NM_001277184_1	Gm14499	Gm14499
NM_001085525	Gm14511	Gm14511
NM_001099326	Gm14458	Gm14458
NM_031261	Fthl17	Fthl17
NM_001277184	Gm14499	Gm14499
NM_001038697	Gm5635	Gm5635
NM_001270700	4930402K13Rik	4930402K13Rik
NM_173414	Lancl3	Lancl3
NM_023500	Xk	Xk
NM_029588	1700012L04Rik	1700012L04Rik
NM_001085537	Gm14501	Gm14501
NM_007807	Cybb	Cybb
NM_001085517	Gm5132	Gm5132
NM_025975	Dynlt3	Dynlt3
NM_026096	Hypm	Hypm
NM_029229	4930557A04Rik	4930557A04Rik
NM_001290728	Sytl5	Sytl5
NM_177704	Sytl5	Sytl5
NM_016911	Srpx	Srpx
NM_011285	Rpgr	Rpgr
NM_001177950	Rpgr	Rpgr
NM_001177952	Rpgr	Rpgr
NM_001177951	Rpgr	Rpgr
NM_001177953	Rpgr	Rpgr
NM_001177954	Rpgr	Rpgr
NM_008769	Otc	Otc
NM_019634	Tspan7	Tspan7
NM_026524	Mid1ip1	Mid1ip1
NM_001166635	Mid1ip1	Mid1ip1
NM_001111037	Gm14483	Gm14483
NM_001242954	Gm14475	Gm14475
NM_001242951_4	Gm14479	Gm14479
NM_001242949	Gm14477	Gm14477
NM_001242950_5	Gm14476	Gm14476
NM_001242947	Gm14474	Gm14474
NM_001242949_1	Gm14477	Gm14477
NM_001242950_6	Gm14476	Gm14476
NM_001242951_5	Gm14479	Gm14479
NM_001242954_1	Gm14475	Gm14475
NM_001242952_3	Gm14482	Gm14482
NM_001111037_1	Gm14483	Gm14483
NM_001242949_2	Gm14477	Gm14477
NM_001242951_6	Gm14479	Gm14479
NM_001242950_4	Gm14476	Gm14476
NM_001242954_2	Gm14475	Gm14475
NM_001025260	Gm14484	Gm14484
NM_001242952_2	Gm14482	Gm14482
NM_001242951	Gm14479	Gm14479
NM_001242950	Gm14476	Gm14476
NM_001242949_3	Gm14477	Gm14477
NM_001242954_3	Gm14475	Gm14475
NM_001242952	Gm14482	Gm14482
NM_001242953_1	Gm14478	Gm14478
NM_001242949_4	Gm14477	Gm14477
NM_001242951_1	Gm14479	Gm14479
NM_001242950_1	Gm14476	Gm14476
NM_001242954_4	Gm14475	Gm14475
NM_001242952_1	Gm14482	Gm14482
NM_001242953	Gm14478	Gm14478
NM_001242949_5	Gm14477	Gm14477
NM_001242950_2	Gm14476	Gm14476
NM_001242951_2	Gm14479	Gm14479
NM_001242954_5	Gm14475	Gm14475
NM_001242949_6	Gm14477	Gm14477
NM_001242950_3	Gm14476	Gm14476
NM_001242951_3	Gm14479	Gm14479
NM_001242954_6	Gm14475	Gm14475
NM_001114529	Gm4906	Gm4906
NM_001168321	Bcor	Bcor
NM_029510	Bcor	Bcor
NM_175044	Bcor	Bcor
NM_175045	Bcor	Bcor
NM_175046	Bcor	Bcor
NR_045434	2900008C10Rik	2900008C10Rik
NR_045321	Gm14635	Gm14635
NM_027439	Atp6ap2	Atp6ap2
NM_001101484	Gm4984	Gm4984
NM_175141	1810030O07Rik	1810030O07Rik
NM_001048208	Med14	Med14
NM_012005	Med14	Med14
NR_045852	Gm14634	Gm14634
NM_001272033	AA414768	AA414768
NR_038158	5730405O15Rik	5730405O15Rik
NM_009481	Usp9x	Usp9x
NR_045430	2010308F09Rik	2010308F09Rik
NR_045429	2010308F09Rik	2010308F09Rik
NM_010028	Ddx3x	Ddx3x
NM_173415	Nyx	Nyx
NM_009806	Cask	Cask
NM_001284503	Cask	Cask
NM_001284504	Cask	Cask
NM_001284505	Cask	Cask
NM_011823	Gpr34	Gpr34
NM_175669	Gpr82	Gpr82
NR_037311	Mir3473a	Mir3473a
NM_001034100	Gm5382	Gm5382
NR_033171	Ppp1r2-ps9	Ppp1r2-ps9
NM_025738	Cypt1	Cypt1
NM_001039943	Cypt7	Cypt7
NM_001039941	Cypt8	Cypt8
NM_173740	Maoa	Maoa
NM_172778	Maob	Maob
NM_010883	Ndp	Ndp
NM_028916	Efhc2	Efhc2
NM_028058	Fundc1	Fundc1
NM_028568	Dusp21	Dusp21
NM_009483	Kdm6a	Kdm6a
NM_175228	4930578C19Rik	4930578C19Rik
NR_029806	Mir221	Mir221
NR_029807	Mir222	Mir222
NM_021715	Chst7	Chst7
NM_177353	Slc9a7	Slc9a7
NM_001290644	Rp2h	Rp2h
NM_001290643	Rp2h	Rp2h
NR_110967	Rp2h	Rp2h
NR_110966	Rp2h	Rp2h
NM_133669	Rp2h	Rp2h
NM_199317	Jade3	Jade3
NM_001289684	Jade3	Jade3
NM_009060	Rgn	Rgn
NM_019435	Ndufb11	Ndufb11
NM_001167775	Rbm10	Rbm10
NM_001167776	Rbm10	Rbm10
NM_145627	Rbm10	Rbm10
NM_001276316	Uba1	Uba1
NM_009457	Uba1	Uba1
NM_001276317	Uba1	Uba1
NM_001136085	Uba1	Uba1
NM_011049	Cdk16	Cdk16
NM_145628	Usp11	Usp11
NM_009703	Araf	Araf
NM_001159645	Araf	Araf
NM_001110780	Syn1	Syn1
NM_013680	Syn1	Syn1
NR_049190	Mir5617	Mir5617
NM_001044384	Timp1	Timp1
NM_011593	Timp1	Timp1
NM_001294280	Timp1	Timp1
NM_008823	Cfp	Cfp
NM_007922	Elk1	Elk1
NM_013840	Uxt	Uxt
NR_027445	A230072C01Rik	A230072C01Rik
NR_027446	A230072C01Rik	A230072C01Rik
NM_001013387	Zfp182	Zfp182
NM_001111076	Zfp182	Zfp182
NM_001085393	Spaca5	Spaca5
NM_183185	Zfp300	Zfp300
NM_001252013	4930453H23Rik	4930453H23Rik
NR_033482	Gm6938	Gm6938
NR_045668	Gm5124	Gm5124
NM_007429	Agtr2	Agtr2
NM_020049	Slc6a14	Slc6a14
NR_033731	Ppp1r2-ps7	Ppp1r2-ps7
NM_026167	Klhl13	Klhl13
NM_001290476	Klhl13	Klhl13
NM_001305675	Wdr44	Wdr44
NM_175180	Wdr44	Wdr44
NM_001034864	Gm4907	Gm4907
NM_001100444	Gm5934	Gm5934
NM_001100446	Gm4297	Gm4297
NM_001081657	Gm5935	Gm5935
NM_001099347_11	Gm10230	Gm10230
NM_001110250_7	Gm14819	Gm14819
NM_001100610_4	Gm14632	Gm14632
NM_001109970_8	Gm10486	Gm10486
NM_001102678	Gm10096	Gm10096
NM_001099919_8	Gm10147	Gm10147
NM_001109969_11	Gm10058	Gm10058
NM_001040669	Gm5169	Gm5169
NM_001102677	Gm1993	Gm1993
NM_001025607	Gm5168	Gm5168
NM_001104946	Gm2012	Gm2012
NM_001100445	Gm2030	Gm2030
NM_001136476	Slx	Slx
NM_001162364	Gm14525	Gm14525
NM_001114754	Gm6121	Gm6121
NM_001099347_2	Gm10230	Gm10230
NM_001109970_9	Gm10486	Gm10486
NM_001110250_6	Gm14819	Gm14819
NM_001100610_5	Gm14632	Gm14632
NM_001102678_1	Gm10096	Gm10096
NM_001099919	Gm10147	Gm10147
NM_001109969_7	Gm10058	Gm10058
NM_009529	Gm4836	Gm4836
NM_001100609	Gm10487	Gm10487
NM_001099325	Gm10488	Gm10488
NM_001109970	Gm10486	Gm10486
NM_001099347_10	Gm10230	Gm10230
NM_001110250_1	Gm14819	Gm14819
NM_001100610_9	Gm14632	Gm14632
NM_001102678_9	Gm10096	Gm10096
NM_001099919_1	Gm10147	Gm10147
NM_001109969_1	Gm10058	Gm10058
NM_001099347_1	Gm10230	Gm10230
NM_001110250_2	Gm14819	Gm14819
NM_001100610_2	Gm14632	Gm14632
NM_001109970_1	Gm10486	Gm10486
NM_001102678_4	Gm10096	Gm10096
NM_001099919_2	Gm10147	Gm10147
NM_001109969_2	Gm10058	Gm10058
NM_001100609_1	Gm10487	Gm10487
NM_009529_1	Gm4836	Gm4836
NM_001099325_1	Gm10488	Gm10488
NM_001100610_3	Gm14632	Gm14632
NM_001099347_5	Gm10230	Gm10230
NM_001109970_2	Gm10486	Gm10486
NM_001110250_3	Gm14819	Gm14819
NM_001102678_5	Gm10096	Gm10096
NM_001099919_3	Gm10147	Gm10147
NM_001109969_3	Gm10058	Gm10058
NM_001100609_3	Gm10487	Gm10487
NM_009529_2	Gm4836	Gm4836
NM_001099347_6	Gm10230	Gm10230
NM_001100610_10	Gm14632	Gm14632
NM_001110250_11	Gm14819	Gm14819
NM_001109970_3	Gm10486	Gm10486
NM_001102678_6	Gm10096	Gm10096
NM_001099919_4	Gm10147	Gm10147
NM_001109969_4	Gm10058	Gm10058
NM_001100609_2	Gm10487	Gm10487
NM_009529_3	Gm4836	Gm4836
NM_001099325_2	Gm10488	Gm10488
NM_001099347_7	Gm10230	Gm10230
NM_001109970_4	Gm10486	Gm10486
NM_001100610_11	Gm14632	Gm14632
NM_001110250	Gm14819	Gm14819
NM_001102678_7	Gm10096	Gm10096
NM_001099919_5	Gm10147	Gm10147
NM_001109969_5	Gm10058	Gm10058
NM_001100609_7	Gm10487	Gm10487
NM_009529_4	Gm4836	Gm4836
NM_001099325_3	Gm10488	Gm10488
NM_001109970_5	Gm10486	Gm10486
NM_001102678_10	Gm10096	Gm10096
NM_001099347_8	Gm10230	Gm10230
NM_001110250_8	Gm14819	Gm14819
NM_001099919_6	Gm10147	Gm10147
NM_001100610_7	Gm14632	Gm14632
NM_001099325_4	Gm10488	Gm10488
NM_001109969_6	Gm10058	Gm10058
NM_001109970_6	Gm10486	Gm10486
NM_001102678_11	Gm10096	Gm10096
NM_009529_8	Gm4836	Gm4836
NM_001100609_8	Gm10487	Gm10487
NM_001099347_9	Gm10230	Gm10230
NM_001110250_9	Gm14819	Gm14819
NM_001099919_7	Gm10147	Gm10147
NM_001100610_8	Gm14632	Gm14632
NM_001099325_5	Gm10488	Gm10488
NM_001109969_8	Gm10058	Gm10058
NM_001109970_7	Gm10486	Gm10486
NM_001110250_4	Gm14819	Gm14819
NM_001100610_6	Gm14632	Gm14632
NM_001099347	Gm10230	Gm10230
NM_001102678_2	Gm10096	Gm10096
NM_001099919_9	Gm10147	Gm10147
NM_001109969	Gm10058	Gm10058
NM_001100609_4	Gm10487	Gm10487
NM_009529_5	Gm4836	Gm4836
NM_001085552_4	Gm14351	Gm14351
NM_001085551_5	Gm14346	Gm14346
NM_001243011_1	Gm3701	Gm3701
NM_001085553_2	Gm10921	Gm10921
NM_001085545_3	Gm14345	Gm14345
NM_001085553	Gm10921	Gm10921
NM_001270685_1	Gm21637	Gm21637
NM_029106	Spin2-ps1	Spin2-ps1
NM_001168334	Gm2799	Gm2799
NM_001168334_1	Gm2799	Gm2799
NM_027955	Gmcl1l	Gmcl1l
NM_001270685_2	Gm21637	Gm21637
NM_001270669	Gm21951	Gm21951
NM_001168337	Gm2825	Gm2825
NR_040388	Gm2837	Gm2837
NM_001099333	Gm2863	Gm2863
NM_001243015	Gm2913	Gm2913
NM_001085552_5	Gm14351	Gm14351
NM_001145038	Gm2933	Gm2933
NM_001282034	Gm2927	Gm2927
NM_001145038_1	Gm2933	Gm2933
NM_001085551_4	Gm14346	Gm14346
NM_001243001_2	Gm3706	Gm3706
NM_001099643_3	Gm3750	Gm3750
NM_001085552_6	Gm14351	Gm14351
NM_001100609_5	Gm10487	Gm10487
NM_001102678_3	Gm10096	Gm10096
NM_001109970_10	Gm10486	Gm10486
NM_009529_6	Gm4836	Gm4836
NM_001099347_4	Gm10230	Gm10230
NM_001110250_5	Gm14819	Gm14819
NM_001100610	Gm14632	Gm14632
NM_001099919_10	Gm10147	Gm10147
NM_001109969_9	Gm10058	Gm10058
NM_001099325_6	Gm10488	Gm10488
NM_001100609_6	Gm10487	Gm10487
NM_001102678_8	Gm10096	Gm10096
NM_001109970_11	Gm10486	Gm10486
NM_009529_7	Gm4836	Gm4836
NM_001099347_3	Gm10230	Gm10230
NM_001100610_1	Gm14632	Gm14632
NM_001099919_11	Gm10147	Gm10147
NM_001110250_10	Gm14819	Gm14819
NM_001099325_7	Gm10488	Gm10488
NM_001109969_10	Gm10058	Gm10058
NM_001009947	Dock11	Dock11
NM_133990	Il13ra1	Il13ra1
NM_028325	Zcchc12	Zcchc12
NM_028894	Lonrf3	Lonrf3
NR_044989	Gm6268	Gm6268
NM_016783	Pgrmc1	Pgrmc1
NM_001081956	Akap17b	Akap17b
NR_075097	Slc25a43	Slc25a43
NR_075096	Slc25a43	Slc25a43
NM_001085497	Slc25a43	Slc25a43
NM_007451	Slc25a5	Slc25a5
NR_131979	2310010G23Rik	2310010G23Rik
NM_029951	C330007P06Rik	C330007P06Rik
NM_019668	Ube2a	Ube2a
NM_029891	Nkrf	Nkrf
NR_045917	Gm15008	Gm15008
NM_001177323	Sept6	Sept6
NM_019942	Sept6	Sept6
NM_001177324	Sept6	Sept6
NM_001253706	Sept6	Sept6
NM_173779	Sowahd	Sowahd
NM_026055	Rpl39	Rpl39
NR_002900	Snora69	Snora69
NM_026573	Upf3b	Upf3b
NM_025937	Nkap	Nkap
NM_001033785	Akap14	Akap14
NM_019443	Ndufa1	Ndufa1
NM_153503	Rnf113a1	Rnf113a1
NM_001033234	Gm9	Gm9
NM_001025084	Rhox1	Rhox1
NM_029203	Rhox2a	Rhox2a
NM_194063	Rhox3a	Rhox3a
NM_001184969_2	Rhox3e	Rhox3e
NM_001039688	Rhox4a	Rhox4a
NM_001184969	Rhox3e	Rhox3e
NM_001039688_1	Rhox4a	Rhox4a
NM_001099316	Rhox2b	Rhox2b
NM_021300	Rhox4b	Rhox4b
NM_001099318	Rhox2c	Rhox2c
NM_001102457	Rhox3c	Rhox3c
NM_001039689	Rhox4c	Rhox4c
NM_001081669	Rhox2d	Rhox2d
NM_001039695	Rhox4d	Rhox4d
NM_001085348	Rhox2e	Rhox2e
NM_001184969_1	Rhox3e	Rhox3e
NM_201236	Rhox4e	Rhox4e
NM_001085356	Rhox2f	Rhox2f
NM_001040089	Rhox3f	Rhox3f
NM_001039696	Rhox4f	Rhox4f
NM_001145406	Rhox3g	Rhox3g
NM_001114153	Rhox2g	Rhox2g
NM_001039698	Rhox4g	Rhox4g
NM_001114157	Rhox3h	Rhox3h
NM_001100465	Rhox2h	Rhox2h
NM_008818	Rhox5	Rhox5
NM_008955	Rhox6	Rhox6
NM_001025086	Rhox7a	Rhox7a
NM_001004193	Rhox8	Rhox8
NM_023894	Rhox9	Rhox9
NM_001243943	Btg1-ps1	Btg1-ps1
NM_001034856	Btg1-ps2	Btg1-ps2
NM_001024850	Rhox10	Rhox10
NM_198598	Rhox11	Rhox11
NM_001025083	Rhox12	Rhox12
NM_001185002	Rhox13	Rhox13
NM_001079513	Zbtb33	Zbtb33
NM_020256	Zbtb33	Zbtb33
NM_001289727	Tmem255a	Tmem255a
NM_172930	Tmem255a	Tmem255a
NM_001289728	Tmem255a	Tmem255a
NR_037297	Mir3110	Mir3110
NM_001290389	Atp1b4	Atp1b4
NM_133690	Atp1b4	Atp1b4
NM_001290485	Lamp2	Lamp2
NM_001017959	Lamp2	Lamp2
NM_010685	Lamp2	Lamp2
NM_001110142	Cul4b	Cul4b
NM_028288	Cul4b	Cul4b
NM_026902	Mcts1	Mcts1
NM_021550	C1galt1c1	C1galt1c1
NM_183126	6030498E09Rik	6030498E09Rik
NM_001177380	Cypt15	Cypt15
NM_001191032	Cypt14	Cypt14
NM_016886	Gria3	Gria3
NR_104053	Gria3	Gria3
NM_001281929	Gria3	Gria3
NM_001290451	Gria3	Gria3
NM_001033422	Thoc2	Thoc2
NM_009688	Xiap	Xiap
NR_125870	Xiap	Xiap
NM_001301639	Xiap	Xiap
NM_001301641	Xiap	Xiap
NM_001077712	Stag2	Stag2
NM_021465	Stag2	Stag2
NM_001290713	Stag2	Stag2
NM_011364	Sh2d1a	Sh2d1a
NM_011855	Tenm1	Tenm1
NM_001195271	Gm362	Gm362
NM_175539	Dcaf12l2	Dcaf12l2
NM_001190718	Dcaf12l1	Dcaf12l1
NM_178739	Dcaf12l1	Dcaf12l1
NM_026841	Prr32	Prr32
NR_045440	4930515L19Rik	4930515L19Rik
NM_028514	Actrt1	Actrt1
NM_053123	Smarca1	Smarca1
NM_001290708	Smarca1	Smarca1
NM_177215	Ocrl	Ocrl
NM_013912	Apln	Apln
NM_133213	Xpnpep2	Xpnpep2
NM_001289729	Xpnpep2	Xpnpep2
NM_028773	Sash3	Sash3
NM_172465	Zdhhc9	Zdhhc9
NM_028276	Utp14a	Utp14a
NR_045916	9530027J09Rik	9530027J09Rik
NM_178782	Bcorl1	Bcorl1
NM_019680	Elf4	Elf4
NM_001290364	Aifm1	Aifm1
NM_012019	Aifm1	Aifm1
NM_011228	Rab33a	Rab33a
NM_153532	Zfp280c	Zfp280c
NM_001166650	Zfp280c	Zfp280c
NM_001166648	Zfp280c	Zfp280c
NM_001166649	Zfp280c	Zfp280c
NM_011398	Slc25a14	Slc25a14
NM_001290704	Slc25a14	Slc25a14
NM_001290703	Slc25a14	Slc25a14
NM_001290705	Slc25a14	Slc25a14
NM_001166450	Slc25a14	Slc25a14
NM_181751	Gpr119	Gpr119
NM_173376	Rbmx2	Rbmx2
NM_001085499	Gm595	Gm595
NM_145951	Enox2	Enox2
NM_001271447	Enox2	Enox2
NM_001271449	Enox2	Enox2
NM_001271448	Enox2	Enox2
NM_001271450	Enox2	Enox2
NM_001271451	Enox2	Enox2
NM_001081123	Arhgap36	Arhgap36
NM_207240	Olfr1320	Olfr1320
NM_207631	Olfr1321	Olfr1321
NM_177591	Igsf1	Igsf1
NM_183336	Igsf1	Igsf1
NM_183335	Igsf1	Igsf1
NM_177915	Igsf1	Igsf1
NM_001011794	Olfr1322	Olfr1322
NM_146390	Olfr1323	Olfr1323
NM_146292	Olfr1324	Olfr1324
NR_131207	Gm35612	Gm35612
NR_015505	Firre	Firre
NM_133729	Stk26	Stk26
NM_001190332	Frmd7	Frmd7
NM_172413	Rap2c	Rap2c
NM_134163	Mbnl3	Mbnl3
NM_015819	Hs6st2	Hs6st2
NM_001077202	Hs6st2	Hs6st2
NM_001290468	Hs6st2	Hs6st2
NM_001290467	Hs6st2	Hs6st2
NM_031388	Usp26	Usp26
NM_028851	1700080O16Rik	1700080O16Rik
NM_008150	Gpc4	Gpc4
NM_016697	Gpc3	Gpc3
NR_105805	Mir6384	Mir6384
NR_030497	Mir717	Mir717
NR_045367	A630012P03Rik	A630012P03Rik
NR_029853	Mir363	Mir363
NR_029748	Mir92-2	Mir92-2
NR_029715	Mir19b-2	Mir19b-2
NR_030273	Mir20b	Mir20b
NR_030548	Mir18b	Mir18b
NR_029657	Mir106a	Mir106a
NR_003188	Kis2	Kis2
NM_001034059	Ccdc160	Ccdc160
NM_027642	Phf6	Phf6
NM_001290546	Phf6	Phf6
NM_013556	Hprt	Hprt
NR_030498	Mir450b	Mir450b
NR_029963	Mir450-1	Mir450-1
NR_030274	Mir450-2	Mir450-2
NR_030264	Mir542	Mir542
NR_038184	C430049B03Rik	C430049B03Rik
NR_038185	C430049B03Rik	C430049B03Rik
NR_029776	Mir351	Mir351
NR_030275	Mir503	Mir503
NR_029756	Mir322	Mir322
NM_019538	Plac1	Plac1
NM_001166583	Fam122b	Fam122b
NM_030167	Fam122b	Fam122b
NM_001166365	Fam122b	Fam122b
NM_028671	Fam122c	Fam122c
NR_110964	Mospd1	Mospd1
NM_027409	Mospd1	Mospd1
NM_001290514	Mospd1	Mospd1
NR_034074	Etd	Etd
NM_028375	Cxx1c	Cxx1c
NM_024170	Cxx1a	Cxx1a
NM_001018063	Cxx1b	Cxx1b
NM_027700	4933416I08Rik	4933416I08Rik
NR_102724	LOC100504039	LOC100504039
NR_110489	AW822252	AW822252
NM_029142	4930502E18Rik	4930502E18Rik
NM_001200013	1700013H16Rik	1700013H16Rik
NM_001009549	Zfp36l3	Zfp36l3
NM_001291748	Xlr	Xlr
NM_011725	Xlr	Xlr
NM_001291747	Xlr	Xlr
NM_001166601	Gm16430	Gm16430
NM_001166646	Gm16405	Gm16405
NM_001166601_1	Gm16430	Gm16430
NM_001166646_1	Gm16405	Gm16405
NM_029181	Slxl1	Slxl1
NM_001220498	Gm14625	Gm14625
NM_001220497	Gm16404	Gm16404
NM_027510	3830403N18Rik	3830403N18Rik
NM_001033423	Gm773	Gm773
NR_038168	1600025M17Rik	1600025M17Rik
NM_030139	Zfp449	Zfp449
NR_028086	Smim10l2a	Smim10l2a
NM_172779	Ddx26b	Ddx26b
NM_001033372	Gm648	Gm648
NM_146234	Mmgt1	Mmgt1
NR_039576	Mir5116	Mir5116
NM_172780	Slc9a6	Slc9a6
NM_010211	Fhl1	Fhl1
NM_001077361	Fhl1	Fhl1
NM_001077362	Fhl1	Fhl1
NM_001287800	Fhl1	Fhl1
NM_177293	Mtap7d3	Mtap7d3
NM_009766	Brs3	Brs3
NM_028242	Htatsf1	Htatsf1
NM_029371	Htatsf1	Htatsf1
NM_133251	Vgll1	Vgll1
NR_038463	Gm14718	Gm14718
NM_011616	Cd40lg	Cd40lg
NM_152801	Arhgef6	Arhgef6
NR_029425	Rbmx	Rbmx
NM_001166623	Rbmx	Rbmx
NM_011252	Rbmx	Rbmx
NR_002903	Snord61	Snord61
NM_001128625	Gm364	Gm364
NM_001033360	Gpr101	Gpr101
NM_009575	Zic3	Zic3
NM_023774	4930550L24Rik	4930550L24Rik
NM_001290415	Fgf13	Fgf13
NM_001290414	Fgf13	Fgf13
NM_010200	Fgf13	Fgf13
NR_030574	Mir504	Mir504
NM_007979	F9	F9
NM_001305797	F9	F9
NM_001289730	Mcf2	Mcf2
NM_001289731	Mcf2	Mcf2
NM_133197	Mcf2	Mcf2
NM_001037863	Atp11c	Atp11c
NM_001001798	Atp11c	Atp11c
NR_030499	Mir505	Mir505
NM_001039240	Gm7073	Gm7073
NM_001271548	Gm715	Gm715
NM_009237	Sox3	Sox3
NR_030706	C230004F18Rik	C230004F18Rik
NM_001166658	Cdr1	Cdr1
NR_033502	C030023E24Rik	C030023E24Rik
NM_001018087	Ldoc1	Ldoc1
NM_001199997	4933402E13Rik	4933402E13Rik
NM_001199996	4933402E13Rik	4933402E13Rik
NR_045443	1700019B21Rik	1700019B21Rik
NR_045442	1700019B21Rik	1700019B21Rik
NM_001177377	Gm6760	Gm6760
NM_027512	3830417A13Rik	3830417A13Rik
NM_178740	Slitrk4	Slitrk4
NM_027302	Ctag2	Ctag2
NM_001161431	Slitrk2	Slitrk2
NM_198863	Slitrk2	Slitrk2
NR_030532	Mir743	Mir743
NR_030535	Mir743b	Mir743b
NR_030531	Mir742	Mir742
NR_030541	Mir883a	Mir883a
NR_030542	Mir883b	Mir883b
NR_030154	Mir471	Mir471
NR_030530	Mir741	Mir741
NR_030147	Mir463	Mir463
NR_030538	Mir880	Mir880
NR_030603	Mir878	Mir878
NR_030539	Mir881	Mir881
NR_030536	Mir871	Mir871
NR_030153	Mir470	Mir470
NR_106148	Mir465d	Mir465d
NR_030563_1	Mir465c-2	Mir465c-2
NR_030562_1	Mir465c-1	Mir465c-1
NR_030560_1	Mir465b-1	Mir465b-1
NR_030561	Mir465b-2	Mir465b-2
NR_030562	Mir465c-1	Mir465c-1
NR_030563	Mir465c-2	Mir465c-2
NR_030561_1	Mir465b-2	Mir465b-2
NR_030560	Mir465b-1	Mir465b-1
NR_030149	Mir465	Mir465
NM_001126317	Gm1140	Gm1140
NM_001163195_1	Gm14692	Gm14692
NM_001163195	Gm14692	Gm14692
NM_001126317_1	Gm1140	Gm1140
NM_025763	4933436I01Rik	4933436I01Rik
NR_029588	Mir201	Mir201
NR_030265	Mir547	Mir547
NR_030575	Mir509	Mir509
NR_033481	Fmr1os	Fmr1os
NM_001290424	Fmr1	Fmr1
NM_008031	Fmr1	Fmr1
NM_001166620	Fmr1nb	Fmr1nb
NM_174993	Fmr1nb	Fmr1nb
NM_001166619	Fmr1nb	Fmr1nb
NM_001098842	Gm6812	Gm6812
NM_008032	Aff2	Aff2
NR_033213	1700111N16Rik	1700111N16Rik
NM_029316	1700020N15Rik	1700020N15Rik
NM_010498	Ids	Ids
NM_026787	1110012L19Rik	1110012L19Rik
NM_001033807	4930567H17Rik	4930567H17Rik
NM_001033328	BC023829	BC023829
NM_001081476	Gm14725	Gm14725
NM_001256048	Mamld1	Mamld1
NM_001081354	Mamld1	Mamld1
NM_001164190	Mtm1	Mtm1
NM_001164191	Mtm1	Mtm1
NM_001164192	Mtm1	Mtm1
NM_001164193	Mtm1	Mtm1
NM_019926	Mtm1	Mtm1
NM_016985	Mtmr1	Mtmr1
NM_138309	Cd99l2	Cd99l2
NM_001199349	Cd99l2	Cd99l2
NM_001293625	Hmgb3	Hmgb3
NM_001293624	Hmgb3	Hmgb3
NM_008253	Hmgb3	Hmgb3
NM_001293623	Hmgb3	Hmgb3
NM_010340	Gpr50	Gpr50
NM_001308501	Gpr50	Gpr50
NM_001290781	Vma21	Vma21
NM_001081356	Vma21	Vma21
NM_001290780	Vma21	Vma21
NR_027801	Gm1141	Gm1141
NM_001303028	Prrg3	Prrg3
NM_001081135	Prrg3	Prrg3
NR_003243	Fate1	Fate1
NM_007724	Cnga2	Cnga2
NM_020280	Magea4	Magea4
NM_017369	Gabre	Gabre
NR_029808	Mir224	Mir224
NR_029974	Mir452	Mir452
NM_001085506	Magea10	Magea10
NM_008067	Gabra3	Gabra3
NR_035528	Mir767	Mir767
NR_030546	Mir105	Mir105
NM_001290435	Gabrq	Gabrq
NM_020488	Gabrq	Gabrq
NM_019405	Cetn2	Cetn2
NM_010941	Nsdhl	Nsdhl
NM_001109043	Zfp185	Zfp185
NM_009549	Zfp185	Zfp185
NR_035517	Mir2137	Mir2137
NM_001100461	Pnma5	Pnma5
NM_153169	Pnma3	Pnma3
NM_001081642	Xlr4a	Xlr4a
NM_001110784	Xlr3a	Xlr3a
NM_001045539	Xlr5a	Xlr5a
NM_001025384_1	DXBay18	DXBay18
NM_001025383_1	Gm14685	Gm14685
NM_001025383	Gm14685	Gm14685
NM_001025384	DXBay18	DXBay18
NM_001111293	Xlr5b	Xlr5b
NM_001243002	Spin2d	Spin2d
NM_001081643	Xlr3b	Xlr3b
NM_001293679	Xlr4b	Xlr4b
NM_001293677	Xlr4b	Xlr4b
NM_001293680	Xlr4b	Xlr4b
NM_001293678	Xlr4b	Xlr4b
NM_001293676	Xlr4b	Xlr4b
NM_021365	Xlr4b	Xlr4b
NM_007978	F8a	F8a
NM_183094	Xlr4c	Xlr4c
NM_011727	Xlr3c	Xlr3c
NM_031493	Xlr5c	Xlr5c
NM_031494	Zfp275	Zfp275
NM_001160229	Zfp275	Zfp275
NM_009566	Zfp92	Zfp92
NM_011907	Trex2	Trex2
NM_028633	Haus7	Haus7
NM_207104	Haus7	Haus7
NM_007542	Bgn	Bgn
NM_177236	Atp2b3	Atp2b3
NM_029352	Dusp9	Dusp9
NM_012040	Pnck	Pnck
NM_001199352	Pnck	Pnck
NM_001199351	Pnck	Pnck
NM_001142810	Slc6a8	Slc6a8
NM_133987	Slc6a8	Slc6a8
NM_001142809	Slc6a8	Slc6a8
NM_012060	Bcap31	Bcap31
NM_007435	Abcd1	Abcd1
NM_019587	Plxnb3	Plxnb3
NM_019684	Srpk3	Srpk3
NM_008323	Idh3g	Idh3g
NM_001166480	Ssr4	Ssr4
NM_009279	Ssr4	Ssr4
NM_001029868	Pdzd4	Pdzd4
NM_001290540	Pdzd4	Pdzd4
NM_008478	L1cam	L1cam
NM_001276299	Avpr2	Avpr2
NM_001276298	Avpr2	Avpr2
NM_019404	Avpr2	Avpr2
NM_138630	Arhgap4	Arhgap4
NM_001162423	Arhgap4	Arhgap4
NM_001162424	Arhgap4	Arhgap4
NM_019870	Naa10	Naa10
NM_001177965	Naa10	Naa10
NM_001164704	Renbp	Renbp
NM_023132	Renbp	Renbp
NM_008224	Hcfc1	Hcfc1
NM_001177976	Irak1	Irak1
